Movie_Title,Movie_ID,ListOfCertificate
Fifty,221959,
What We Do in the Shadows,3416742,R
Brother of the Wind,68318,G
Fraternity Vacation,89167,R
Wings of Desire,93191,PG-13
Echo in the Canyon,8884430,PG-13
Fighting Back,83936,R
My Boyfriend's Back,107626,PG-13
Atlas Shrugged II: The Strike,1985017,PG-13
Harsh Times,433387,R
Squanto: A Warrior's Tale,111271,PG
Venus,489327,R
The Work and the Glory,410454,PG
Emperor,2103264,PG-13
Maggie's Plan,3471098,R
Blue Sky,109306,PG-13
Hitler's Children,34856,
Starchaser: The Legend of Orin,90065,PG
Detroit 9000,69966,R
Moll Flanders,117071,PG-13
Near Dark,93605,R
A Man Called Ove,4080728,PG-13
Once Upon a Time... When We Were Colored,114039,PG
The MatchMaker,119632,R
Everybody Wants Some!!,2937696,R
A Shock to the System,100602,R
Father Hood,106877,PG-13
The Andromeda Strain,66769,G
Metallica Through the Never,2172935,R
A Simple Twist of Fate,111194,PG-13
Sweet Charity,65054,G
The Barbarian Invasions,338135,R
Bad Samaritan,3203528,R
Price of Glory,188160,PG-13
The Ultimate Gift,482629,PG
Miss Sloane,4540710,R
Learning to Drive,3062976,R
"Juliet, Naked",5607096,R
Jodhaa Akbar,449994,
Malena,213847,R
The To Do List,1758795,R
First Reformed,6053438,R
Til Death Do Us Part,6848602,PG-13
Heaven's Gate,80855,R
What If,1486834,PG-13
Disobedience,6108178,R
The Lemon Sisters,100003,PG-13
'Til There Was You,118523,PG-13
Talk Radio,96219,R
Foreign Correspondent,32484,
The Beach Bum,6511932,R
Who's Got the Action?,56691,
Jeffrey,113464,R
Double Trouble,61595,
Footlight Parade,24028,G
Phantom of the Opera,36261,
Pina,1440266,PG
Blood and Chocolate,397044,PG-13
The Oscar Nominated Short Films 2019: Documentary,9724318,
Things Change,96259,PG
In Country,97570,R
The Big Bus,74205,PG
Madame Sousatzka,95564,PG-13
The Challenge,83726,R
Shout,102913,PG-13
Major League: Back to the Minors,120742,PG-13
Bharath Ane Nenu,6980546,
8 Heads in a Duffel Bag,118541,R
Once Upon a Time in China III,108592,R
Tom and Jerry: The Movie,105616,G
Physical Evidence,98093,R
Fat Man and Little Boy,97336,PG-13
New Jersey Drive,113967,R
Cats Don't Dance,118829,G
Repo Man,87995,R
The New Adventures of Pippi Longstocking,93744,G
Old Gringo,98022,R
The Jane Austen Book Club,866437,PG-13
The Runaways,1017451,R
Elegy,974554,R
Tougher Than Leather,96291,R
Bagdad Cafe,95801,PG
We Are Your Friends,3787590,R
Wish I Was Here,2870708,R
Step Into Liquid,308508,PG
Dead Heat,94961,R
Laurel Canyon,298408,R
Born to Be Wild,113533,PG
High Tension,338095,R
Sunshine,448134,R
Gosnell: The Trial of America's Biggest Serial Killer,3722234,PG-13
Don 2,1285241,
Three O'Clock High,94138,PG-13
Pinocchio,255477,G
Worth Winning,98678,PG-13
Ne Zha,10627720,
The Portrait of a Lady,117364,PG-13
Jimmy Hollywood,110197,R
Bad Company,112443,R
The Pursuit of D.B. Cooper,82958,PG
The Brother from Another Planet,87004,R
Scrooge,66344,G
Ben Is Back,7545524,R
Arabian Nights,34465,
Warlock,53434,
Street Angel,19429,
The Secret Lives of Dentists,314630,R
China: The Panda Adventure,255055,
Midnight Special,2649554,PG-13
The Real Cancun,360916,R
Song of Norway,66393,G
The Gun in Betty Lou's Handbag,104376,PG-13
The Monster Squad,93560,PG-13
Girl Crazy,35942,
A Dry White Season,97243,R
Cheech & Chong's: The Corsican Brothers,87042,PG
Paris Is Burning,100332,R
To Save a Life,1270286,PG-13
La traviata,84821,G
Batman: The Killing Joke,4853102,R
Atanarjuat: The Fast Runner,285441,R
Man of La Mancha,68909,PG
Lost Highway,116922,R
Jekyll and Hyde... Together Again,84171,R
Barb Wire,115624,R
Bound,115736,R
Power,91786,R
Sweet Hearts Dance,96200,R
Better Luck Tomorrow,280477,R
Curse of Chucky,2230358,R
Camping sauvage,389831,
Norman,4191702,R
Critters 2: The Main Course,94919,PG-13
Jane Eyre,36969,
Two for the Seesaw,56626,
Of Human Bondage,58425,
Benji: Off the Leash!,315273,PG
With a Friend Like Harry...,216800,R
Max Steel,1472584,PG-13
The September Issue,1331025,PG-13
Where to Invade Next,4897822,R
The Manhattan Project,91472,PG-13
Melinda and Melinda,378947,PG-13
Let's Spend the Night Together,84242,PG
The Assassination of Jesse James by the Coward Robert Ford,443680,R
A United Kingdom,3387266,PG-13
Morgan,4520364,R
Warlock: The Armageddon,108517,R
Earth Girls Are Easy,97257,PG
Resurrection,81414,PG
My Demon Lover,93589,PG-13
The Assassin's Code,6170804,
The Outrage,58437,
7th Heaven,18379,
Yanks,80157,R
The Cocoanuts,19777,
Dr. Jekyll and Mr. Hyde,33553,G
Charlie Bartlett,423977,R
Of Gods and Men,1588337,"PG-13,R"
The Phantom of the Opera,98090,R
Ip Man 4: The Finale,2076298,
Manon of the Spring,91480,PG
Mr. Turner,2473794,R
The Winslow Boy,155388,G
Playing by Heart,145734,R
Loverboy,97790,PG-13
Peaceful Warrior,438315,PG-13
Young@Heart,1047007,PG
Searching for Sugar Man,2125608,PG-13
Nicholas and Alexandra,67483,"GP,PG"
Memories of Me,95613,PG-13
Bat*21,94712,R
House of Dark Shadows,65856,"GP,PG"
Ace in the Hole,43338,
Kissing a Fool,120723,R
Short Time,100604,PG-13
Safety Not Guaranteed,1862079,R
King's Ransom,388183,PG-13
Tai-Pan,92042,R
Idle Hands,138510,R
My Old Lady,2908856,PG-13
Mountains of the Moon,100196,R
The Anniversary Party,254099,R
Irrational Man,3715320,R
Buck,1753549,PG
Pork Chop Hill,53183,
My Name Is Khan,1188996,PG-13
Please Give,878835,R
I'm Not There,368794,R
Passed Away,105103,PG-13
Bully,1682181,"PG-13,R"
Breaking the Waves,115751,R
Replicas,4154916,PG-13
Bottle Shock,914797,PG-13
Three Colors: Red,111495,R
What Ever Happened to Baby Jane?,56687,
Playing God,119906,R
Black Christmas,71222,R
Peter's Friends,105130,R
Secretary,274812,R
The Way of the Dragon,68935,R
Frances Ha,2347569,R
Ran,89881,R
To Gillian on Her 37th Birthday,117924,PG-13
Good Bye Lenin!,301357,R
Whipped,174336,R
Gloria,120683,R
Good Hair,1213585,PG-13
Twin Peaks: Fire Walk with Me,105665,R
Mostly Martha,246772,PG
Ya veremos,7948540,PG-13
East Is East,166175,R
Goon,1456635,R
Priest,110889,R
A Day Without a Mexican,377744,R
Exotica,109759,R
Uri: The Surgical Strike,8291224,
Dancer in the Dark,168629,R
The Water Diviner,3007512,R
Red Scorpion,98180,R
Ultimate X: The Movie,297445,PG
Sweet and Lowdown,158371,PG-13
Lovely & Amazing,258273,R
The Fog of War,317910,PG-13
A Hologram for the King,2980210,R
In Harm's Way,59309,
Pinky,41746,
Burn the Stage: The Movie,9151704,
Swiss Army Man,4034354,R
Popcorn,102690,R
Stronger,3881784,R
Lambada,99969,PG
Van Wilder: The Rise of Taj,480271,R
That's Dancing!,90152,G
Brainscan,109327,R
The Meddler,4501454,PG-13
A Life Less Ordinary,119535,R
Glitter,118589,PG-13
Enemy Mine,89092,PG-13
The Omen,75005,R
Best Seller,92641,R
Goal! The Dream Begins,380389,"PG-13,PG"
Catch a Fire,437232,PG-13
Meet the Deedles,120645,PG
Four Rooms,113101,R
Enigma,157583,R
Listen to Me,97756,PG-13
Yellowbeard,86618,PG
Trenchcoat,86476,PG
Mortuary,87746,R
Melvin and Howard,81150,R
Hear My Song,102014,R
Inside Job,1645089,PG-13
Brian Banks,3920820,PG-13
Keeping Up with the Steins,415949,PG-13
Much Ado About Nothing,2094064,PG-13
Blindspotting,7242142,R
Gotti,1801552,R
The Out of Towners,66193,G
The Tao of Steve,234853,R
After the Thin Man,27260,
Staying Together,98383,R
Lisa,100031,PG-13
Rebecca,32976,
12 Angry Men,50083,
Solitary Man,1294213,R
For Me and My Gal,34746,
Prem Ratan Dhan Payo,3595298,
The Biggest Little Farm,8969332,PG
The Dead,92843,PG
Enthiran,1305797,
Mrs. Soffel,87751,PG-13
Pumpkinhead,95925,R
Cotton Comes to Harlem,65579,R
Simply Irresistible,145893,PG-13
The Company of Wolves,87075,R
Babette's Feast,92603,G
Willie & Phil,81758,R
Black Book,389557,R
$,68152,R
Hamlet,116477,PG-13
A New Kind of Love,57360,
Run,102818,R
Johnny English Strikes Again,6921996,PG
Dear White People,2235108,R
The Conversation,71360,PG
"Food, Inc.",1286537,PG
Don't Think Twice,4972062,R
The Adventures of Pluto Nash,180052,PG-13
Beyond Borders,294357,R
The Way,1441912,PG-13
An American in Paris,43278,
Two Days in Paris,841044,R
Kickin' It Old Skool,772178,PG-13
Swingers,117802,R
Menteur,9487594,
The Last Black Man in San Francisco,4353250,R
McHale's Navy,119640,PG
Mediterraneo,102426,R
Tolkien,3361792,PG-13
"Goodbye, Children",92593,PG
Death Before Dishonor,92854,R
Miss March,1151922,R
Dangerous Beauty,118892,R
In the Name of the King: A Dungeon Siege Tale,460780,PG-13
Mumford,140397,R
The Mighty Quinn,97880,R
Ong-Bak: The Thai Warrior,368909,R
Graffiti Bridge,99691,PG-13
Snowpiercer,1706620,R
Making the Grade,87666,R
Away from Her,491747,PG-13
Cold War,6543652,R
Magnum Force,70355,R
Stealing Beauty,117737,R
Made in Heaven,93467,PG
Longtime Companion,100049,R
The January Man,97613,R
Joe's Apartment,116707,PG-13
Let's Go to Prison,454987,R
Black Beauty,109279,G
If Lucy Fell,116606,R
Dabangg,1620719,
Fire with Fire,91053,PG-13
C.H.U.D.,87015,R
Radio Flyer,105211,PG-13
The Hitman,102045,R
"No Retreat, No Surrender",89695,PG
You Can't Take It with You,30993,
The Science of Sleep,354899,R
Avenging Force,90678,R
Don't Let Go,6803212,R
Igby Goes Down,280760,R
National Lampoon's Senior Trip,113936,R
Young Winston,69528,PG
Held Up,165831,PG-13
True Identity,103128,R
College,844671,R
Suffragette,3077214,PG-13
Cinderfella,53716,
90 Minutes in Heaven,4337690,PG-13
Your Friends and Neighbors,119517,R
Howl's Moving Castle,347149,PG
King Kong Lives,91344,PG-13
True Story,2273657,R
Hands of Stone,1781827,R
Adventures of Don Juan,40076,
Samson,6951892,PG-13
The Other Side of Heaven,250371,PG
Incarnate,3216348,PG-13
Eddie and the Cruisers,85475,PG
Into the West,104522,PG
See You in the Morning,98283,PG-13
She Done Him Wrong,24548,
Abbott and Costello Meet Frankenstein,40068,
Rachel's Attic,318010,R
King David,89420,PG-13
Bring the Soul: The Movie,10545076,
The Long Walk Home,100046,PG
Slackers,240900,R
Gold Diggers of 1933,24069,
Mao's Last Dancer,1071812,PG
Dilwale,4535650,
Angus,112368,PG-13
Antonia's Line,112379,R
Diggstown,104107,R
Hollywood Ending,278823,PG-13
"Hey There, It's Yogi Bear",154587,G
The Libertine,375920,R
Red Sun,67770,PG
Extreme Ops,283160,PG-13
Off Beat,91668,PG
American Anthem,90631,PG-13
Torch Song Trilogy,96289,R
Bleed for This,1620935,R
Little Buddha,107426,PG
Band of the Hand,90693,R
The Virgin Suicides,159097,R
Hilary and Jackie,150915,R
"Paris, je t'aime",401711,R
Hamlet 2,1104733,R
Gringo,3721964,R
Summer Lovers,84737,R
Fanny and Alexander,83922,R
The Handmaid's Tale,99731,R
Invaders from Mars,91276,PG
Innocent Blood,104511,R
Let It Ride,97731,PG-13
Club Dread,331953,R
Hester Street,73107,PG
Survive!,75290,R
Destination Moon,42393,
The April Fools,64036,"M,PG"
Mahogany,73335,PG
"The Beast from 20,000 Fathoms",45546,
No Small Affair,87810,R
The Razor's Edge,38873,
Frances,83967,R
The Watcher in the Woods,81738,PG
"Kiss Me, Stupid",58265,"PG-13,GP"
Bubble Boy,258470,PG-13
Heaven's Prisoners,116508,R
Southern Comfort,83111,R
The Chase,60232,
Tempest,84776,PG
I Am Love,1226236,R
Birth,337876,R
Brass Target,77272,PG
David and Lisa,55892,
The Diary of Anne Frank,52738,
The Hotel New Hampshire,87428,R
Dawn of the Dead,77402,
Moon,1182345,R
Biutiful,1164999,R
Of Mice and Men,105046,PG-13
Grind,338077,PG-13
Gossip,176783,R
The World's Fastest Indian,412080,PG-13
The Company You Keep,1381404,R
Viva Las Vegas,58725,
Heidi's Song,84060,G
They Call Me Mister Tibbs!,66450,"R,GP"
Butch and Sundance: The Early Days,78919,PG
Colette,5437928,R
Jack the Bear,107247,PG-13
Moonlight: Unfortunately a Love Story,461286,
Student Bodies,83133,R
The Object of Beauty,102573,R
Alone in the Dark,369226,R
Clara's Heart,94882,PG-13
52 Pick-Up,90567,R
Paratrooper,46161,
The Yearling,39111,G
Jane Eyre,116684,PG
The Comedians,61502,
Hunt for the Wilderpeople,4698684,PG-13
Inchon,84132,PG
Formula 51,227984,R
The Wind Rises,2013293,PG-13
Bandslam,976222,PG
Bad Education,275491,"NC-17,R"
Farewell My Concubine,106332,R
Angels and Insects,112365,R
Whatever Works,1178663,PG-13
Chennai Express,2112124,
Won't Back Down,1870529,PG
Made,227005,R
The Dresser,85461,PG
Roman Scandals,24507,
Once Upon a Time in the West,64116,"PG-13,M,PG"
Bread and Tulips,237539,PG-13
Once Upon a Time in America,87843,R
Monkey Shines,95652,R
The Goldfinch,3864056,R
The Truth About Charlie,270707,PG-13
Creator,88960,R
Shine a Light,893382,"PG-13,R"
Danny Collins,1772288,R
Margin Call,1615147,R
October Baby,1720182,PG-13
The Ten Commandments,14532,
Amores Perros,245712,R
Second Sight,98276,PG
Silver Bullet,90021,R
The Guard,1540133,R
Meatballs Part II,87700,PG
The Human Stain,308383,R
Airheads,109068,PG-13
The Sicilian,93966,R
Three of Hearts,108334,R
The Girl Who Kicked the Hornet's Nest,1343097,R
Split Second,105459,R
Passion Fish,105107,R
The Counterfeiters,813547,R
Monkeybone,166276,PG-13
High Time,53912,
Rescue Dawn,462504,PG-13
Downfall,363163,R
A Scanner Darkly,405296,R
Heartbreak Hotel,95288,PG-13
Say It Isn't So,239949,R
Aqua Teen Hunger Force Colon Movie Film for Theaters,455326,R
Wind,105824,PG-13
Before Sunrise,112471,R
Kundun,119485,PG-13
Gold Diggers of Broadway,19936,
For Your Consideration,470765,PG-13
Cesar Chavez,1621046,PG-13
Dream a Little Dream,97236,PG-13
Tiger Lives,5956100,
A Night in Heaven,86011,R
Delirious,101701,PG
The Star Chamber,86356,R
Gully Boy,2395469,
Europa Europa,99776,R
2.0,5080556,
Paradise,84469,R
Batman: Mask of the Phantasm,106364,PG
Bordello of Blood,117826,R
Elvira: Mistress of the Dark,95088,PG-13
Loose Cannons,100053,R
Gloria Bell,6902696,R
The Pallbearer,117283,PG-13
Who's Your Caddy?,785077,PG-13
Central Station,140888,R
Smokey and the Bandit Part 3,86325,PG
Eight Men Out,95082,PG
The Opposite Sex and How to Live with Them,105063,R
RocknRolla,1032755,R
Under Fire,86510,R
Mongol: The Rise of Genghis Khan,416044,R
The Crime of Padre Amaro,313196,R
A Dangerous Method,1571222,R
Mary Reilly,117002,R
For Pete's Sake,71514,PG
Surrender,94078,PG
Wisdom,92225,R
One Eight Seven,118531,R
Kin,6017942,PG-13
Double Indemnity,36775,
The Lonely Guy,87635,R
Hardware,99740,R
Spellbound,334405,G
God's Not Dead: A Light in Darkness,6652708,PG
Gymkata,89243,R
Kolya,116790,PG-13
Get on the Bus,116404,R
Orlando,1426379,
Gallipoli,82432,PG
Closed Circuit,2218003,R
Indochine,104507,PG-13
The Station Agent,340377,R
Beyond Rangoon,112495,R
My Hero Academia: Two Heroes,7745068,PG-13
A Most Violent Year,2937898,R
The Perfect Holiday,841032,PG
Before Sunset,381681,R
Stanley & Iris,100680,PG-13
Pulling Strings,3203890,PG
The Last American Virgin,84234,R
Night of the Living Dead,100258,R
Crossroads,90888,R
The Hitcher,91209,R
Palmetto,120782,R
Real Women Have Curves,296166,PG-13
The Transformers: The Movie,92106,PG
The Bling Ring,2132285,R
The Rescue,95981,PG
Heaven & Earth,107096,R
Last Dance,116827,R
Feel the Noise,756703,PG-13
Light It Up,172726,R
Captain Fantastic,3553976,R
The Wandering Earth,7605074,
Meet the Mormons,4003774,PG
Against the Ropes,312329,PG-13
Ed Wood,109707,R
The Opposite of Sex,120777,R
Death of a Nation,8564902,PG-13
Highlander,91203,R
Casa de mi Padre,1702425,R
Local Hero,85859,PG
The Florida Project,5649144,R
Cry Freedom,92804,PG
Evil Dead II,92991,R
Blood and Sand,33405,
The State of Things,84725,
The Grass Is Greener,53877,
Tell Them Willie Boy Is Here,65079,"M,PG"
Vixen!,63787,"R,X"
Hangar 18,80836,PG
American Pop,82009,R
Piranha,78087,R
The Sessions,1866249,R
Chasing Mavericks,1629757,PG
American Splendor,305206,R
The Opposite Sex,49578,
Hitchcock,975645,PG-13
The Cemetery Club,106536,PG-13
The Walking Dead,114888,R
Foolish,166195,R
Deuces Wild,231448,R
Gold Diggers: The Secret of Bear Mountain,113188,PG
Lady Sings the Blues,68828,R
Leave No Trace,3892172,PG
Racing with the Moon,87968,PG
A Fine Mess,91051,PG
Megiddo: The Omega Code 2,263728,PG-13
Partners,84477,R
The Way of the Gun,202677,R
Ezra,5892746,
Just Getting Started,5721088,PG-13
The Pope of Greenwich Village,87932,R
Heaven Help Us,89264,R
Gigli,299930,R
Assassination,92585,PG-13
Plenty,89816,R
Men Don't Leave,100134,PG-13
Chained Heat,85318,R
Mystery Date,102500,PG-13
Barton Fink,101410,R
My Friend Irma,41673,
Bells Are Ringing,53645,
UHF,98546,PG-13
Rabbit-Proof Fence,252444,PG
Lowriders,1366338,PG-13
A Very Long Engagement,344510,R
Maudie,3721954,PG-13
Americathon,78766,PG
Tell No One,362225,
Nowhere in Africa,161860,R
Braddock: Missing in Action III,94792,R
Topsy-Turvy,151568,R
Croupier,159382,
Sultan,4832640,
Night and the City,105001,R
The Straight Story,166896,G
Master Z: The Ip Man Legacy,7262882,
Ghost World,162346,R
I'm No Angel,24166,
A Clockwork Orange,66921,"R,X"
Oh Heavenly Dog,81269,PG
Unbroken: Path to Redemption,7339792,PG-13
Dick,144168,PG-13
Mambo Italiano,330602,R
Return of the Seven,60897,
Barabbas,55774,
Girls Just Want to Have Fun,89208,PG
How to Succeed in Business Without Really Trying,61791,
The Soldier,84704,R
Amityville 3-D,85159,PG
The Unholy,96340,R
Motel Hell,81184,R
The Sting II,86370,PG
It's Kind of a Funny Story,804497,PG-13
Cantinflas,3005242,PG
Hyde Park on Hudson,1477855,R
Shirley Valentine,98319,R
Fahrenheit 11/9,8632862,R
Article 99,101371,R
The Aristocrats,436078,
Post Grad,1142433,PG-13
The Major and the Minor,35019,
The Secret in Their Eyes,1305806,R
My Own Private Idaho,102494,R
Gods and Monsters,120684,R
Eyewitness,82353,R
Just Between Friends,91310,PG-13
The Rocker,1031969,PG-13
Waiting for Superman,1566648,PG
Six Degrees of Separation,108149,R
Defenseless,99397,R
Brideshead Revisited,412536,PG-13
The Temp,108311,R
3 Idiots,1187043,PG-13
The Rules of Attraction,292644,R
Aloma of the South Seas,16598,
Savage Sam,57473,
"That's Entertainment, Part II",75323,G
The Group,60479,
The Last Sunset,55073,
Let's Make Love,54022,
Bedtime Story,57878,
Khartoum,60588,
Bajirao Mastani,3735246,
Sink the Bismarck!,54310,
The Big Sleep,38355,
I Dreamed of Africa,167203,PG-13
The Razor's Edge,87980,PG-13
Lost & Found,120836,PG-13
Curse of the Golden Flower,473444,R
The Dead Don't Die,8695030,R
Here Come the Littles,89272,G
Wings,18578,PG-13
Strange Wilderness,489282,R
The Grandmaster,1462900,PG-13
Millions,366777,"PG-13,PG"
Femme Fatale,280665,R
K.G.F: Chapter 2,10698680,
Best of the Best II,106393,R
Bride & Prejudice,361411,PG-13
The Hunted,113360,R
The Savages,775529,R
The Last Station,824758,R
Loving Vincent,3262342,PG-13
Town & Country,141907,R
Till the Clouds Roll By,39035,
Caught Up,119988,R
9½ Weeks,91635,R
